cue,outcome,prob,Trialid,display,prob,"randomise_trials	","randomise_blocks	"
,,,,Introduction,,,
,,,,practice,,,
banana.jpg,womancough.jpg,p.27.0,0,task,p.27.0,,
,,,,Ratings,p.27.0,,
banana.jpg,womancough.jpg,p.73.0,0,task3,p.73.0,,
,,,,Ratings,p.73.0,,
pepper.jpg,girlstomachache.jpg,p.73.0,1,task3,p.73.0,,
,,,,Ratings,p.73.0,,
grapes.jpg,girlstomachache.jpg,p.73.0,2,task3,p.73.0,,
,,,,Ratings,p.73.0,,
pepper.jpg,boyrash.jpg,p.27.0,3,task,p.27.0,,
,,,,Ratings,p.27.0,,
tomato.jpg,manstomachache.jpg,p.27.0,4,task,p.27.0,,
,,,,Ratings,p.27.0,,
chicken.jpg,boyrash.jpg,p.73.0,5,task3,p.73.0,,
,,,,Ratings,p.73.0,,
chicken.jpg,girlstomachache.jpg,p.27.47,6,task2,p.27.47,,
,,,,Ratings,p.27.47,,
avocado.jpg,boyrash.jpg,p.27.47,7,task2,p.27.47,,
,,,,Ratings,p.27.47,,
strawberry.jpg,manstomachache.jpg,p.73.0,8,task3,p.73.0,,
,,,,Ratings,p.73.0,,
avocado.jpg,manstomachache.jpg,p.73.0,9,task3,p.73.0,,
,,,,Ratings,p.73.0,,
limes.jpg,girlrash.jpg,p.73.47,10,task4,p.73.47,,
,,,,Ratings,p.73.47,,
strawberry.jpg,girlstomachache.jpg,p.73.47,11,task4,p.73.47,,
,,,,Ratings,p.73.47,,
oranges.jpg,girlstomachache.jpg,p.73.0,12,task3,p.73.0,,
,,,,Ratings,p.73.0,,
oranges.jpg,boyrash.jpg,p.73.0,13,task3,p.73.0,,
,,,,Ratings,p.73.0,,
chocolatebar.jpg,manstomachache.jpg,p.73.0,14,task3,p.73.0,,
,,,,Ratings,p.73.0,,
limes.jpg,girlstomachache.jpg,p.73.47,15,task4,p.73.47,,
,,,,Ratings,p.73.47,,
pepper.jpg,manstomachache.jpg,p.27.47,16,task2,p.27.47,,
,,,,Ratings,p.27.47,,
strawberry.jpg,boyrash.jpg,p.27.0,17,task,p.27.0,,
,,,,Ratings,p.27.0,,
limes.jpg,manstomachache.jpg,p.27.47,18,task2,p.27.47,,
,,,,Ratings,p.27.47,,
oranges.jpg,manstomachache.jpg,p.73.47,19,task4,p.73.47,,
,,,,Ratings,p.73.47,,
limes.jpg,boyrash.jpg,p.27.47,20,task2,p.27.47,,
,,,,Ratings,p.27.47,,
egg.jpg,manstomachache.jpg,p.73.47,21,task4,p.73.47,,
,,,,Ratings,p.73.47,,
onion.jpg,girlstomachache.jpg,p.27.0,22,task,p.27.0,,
,,,,Ratings,p.27.0,,
cheese.jpg,boyrash.jpg,p.27.0,23,task,p.27.0,,
,,,,Ratings,p.27.0,,
tomato.jpg,girlstomachache.jpg,p.27.47,24,task2,p.27.47,,
,,,,Ratings,p.27.47,,
banana.jpg,girlrash.jpg,p.73.47,25,task4,p.73.47,,
,,,,Ratings,p.73.47,,
grapes.jpg,boyrash.jpg,p.27.0,26,task,p.27.0,,
,,,,Ratings,p.27.0,,
apple.jpg,girlstomachache.jpg,p.27.0,27,task,p.27.0,,
,,,,Ratings,p.27.0,,
cheese.jpg,girlrash.jpg,p.73.0,28,task3,p.73.0,,
,,,,Ratings,p.73.0,,
carrot.jpg,girlstomachache.jpg,p.73.47,29,task4,p.73.47,,
,,,,Ratings,p.73.47,,
carrot.jpg,manstomachache.jpg,p.27.47,30,task2,p.27.47,,
,,,,Ratings,p.27.47,,
chicken.jpg,manstomachache.jpg,p.73.47,31,task4,p.73.47,,
,,,,Ratings,p.73.47,,
cheese.jpg,girlstomachache.jpg,p.27.0,32,task,p.27.0,,
,,,,Ratings,p.27.0,,
potato.jpg,boyrash.jpg,p.73.0,33,task3,p.73.0,,
,,,,Ratings,p.73.0,,
grapes.jpg,girlrash.jpg,p.73.0,34,task3,p.73.0,,
,,,,Ratings,p.73.0,,
potato.jpg,girlstomachache.jpg,p.73.47,35,task4,p.73.47,,
,,,,Ratings,p.73.47,,
apple.jpg,boyrash.jpg,p.27.47,36,task2,p.27.47,,
,,,,Ratings,p.27.47,,
carrot.jpg,girlrash.jpg,p.27.0,37,task,p.27.0,,
,,,,Ratings,p.27.0,,
apple.jpg,girlrash.jpg,p.27.0,38,task,p.27.0,,
,,,,Ratings,p.27.0,,
onion.jpg,boyrash.jpg,p.27.0,39,task,p.27.0,,
,,,,Ratings,p.27.0,,
avocado.jpg,girlrash.jpg,p.27.47,40,task2,p.27.47,,
,,,,Ratings,p.27.47,,
banana.jpg,girlstomachache.jpg,p.27.0,41,task,p.27.0,,
,,,,Ratings,p.27.0,,
chocolatebar.jpg,girlrash.jpg,p.27.47,42,task2,p.27.47,,
,,,,Ratings,p.27.47,,
oranges.jpg,girlrash.jpg,p.27.47,43,task2,p.27.47,,
,,,,Ratings,p.27.47,,
egg.jpg,girlrash.jpg,p.73.47,44,task4,p.73.47,,
,,,,Ratings,p.73.47,,
apple.jpg,manstomachache.jpg,p.73.0,45,task3,p.73.0,,
,,,,Ratings,p.73.0,,
